nsim,ave_community_size,community_size_range,num_communities,rate_within,rate_between,beta,num_introductions,direct_VE,incperiod_shape,incperiod_rate,infperiod_shape,infperiod_rate,trial_startday,trial_length,num_clusters_enrolled_per_day,num_ind_enrolled_per_day,enrollment_period,cluster_coverage,oneday_intros,PowerLaw,R0,power_iRCT,power_stratified_iRCT,power_cRCT_gaussianfrailty_coxme,power_cRCT_gaussianfrailty_coxph,power_cRCT_gammafrailty_coxph,power_cRCT_gee,power_cRCT_gaussianfrailty_rslopes,power_cRCT_permtest,VE_iRCT,VE_stratified_iRCT,VE_cRCT_gaussianfrailty_coxme,VE_cRCT_gaussianfrailty_coxph,VE_cRCT_gammafrailty_coxph,VE_cRCT_gee,VE_cRCT_gaussianfrailty_rslopes,event_cont_iRCT,event_cont_stratified_iRCT,event_cont_cRCT,event_vacc_iRCT,event_vacc_stratified_iRCT,event_vacc_cRCT,samplesize_iRCT,samplesize_stratified_iRCT,samplesize_cRCT,ICC,deff,prop_zeros
1000,100,40,80,0.15,0,0.04053377,0.025,0,3.11,0.32,1.13,0.226,200,140,80,4000,1,0.5,0,0,2.5,0.031,0.026,0.124,0.027,0.011,0.021,0,0,0.002961202,-0.006990341,0.015261318,0.021396837,-0.013688589,0.0177705,0.016827751,339,336.5,340,338,336,337.5,3958,3771,3762,0.869718084,41.08997569,0.725
500,100,40,80,0.15,0,0.04053377,0.025,0.6,3.11,0.32,1.13,0.226,200,140,80,4000,1,0.5,0,0,2.5,1,1,0.372,0.154,0.23,0.272,0,0,0.553314562,0.54551398,0.530465029,0.561329668,0.768012397,0.527251537,0.526481277,283.5,282.5,322.5,203,204,160,3961,3762.5,3768.5,0.776201115,36.85249365,0.7625
1000,100,40,80,0.15,0,0.04053377,0.025,0,3.11,0.32,1.13,0.226,250,140,80,4000,1,0.5,0,0,2.5,0.025,0.021,0.14,0.023,0.006,0.02,0,0,-0.002978919,-0.000290953,0.034660685,0.049636945,0.019634643,0.029496634,0.032763542,335,323,324.5,336,320,314,3939,3542,3563.5,0.893823981,40.12903194,0.745212593
500,100,40,80,0.15,0,0.04053377,0.025,0.6,3.11,0.32,1.13,0.226,250,140,80,4000,1,0.5,0,0,2.5,1,1,0.348,0.154,0.206,0.268,0,0,0.547907808,0.545287143,0.52362555,0.547565125,0.766054161,0.511291434,0.510620471,291,275,312,213,202,162,3941,3564.5,3570.5,0.804153776,36.31044989,0.772151899
1000,100,40,80,0.15,0,0.04053377,0.05,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,2.5,0.029,0.022,0.091,0.028,0.009,0.023,0,0,0.003371203,-0.00181875,0.008085932,-0.008089824,-0.012382291,0.0051648,0.005021184,530,514.5,511,527.5,514,512,3950,3812,3818,0.835796063,40.1102224,0.575
500,100,40,80,0.15,0,0.04053377,0.05,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,2.5,1,1,0.576,0.378,0.536,0.512,0,0,0.554442978,0.552956835,0.672985057,0.722151088,0.806703473,0.59576303,0.588575655,424,433.5,519,301,309,227,3953,3808,3810,0.749964001,36.24500546,0.635205696
1000,100,40,80,0.15,0,0.05058932,0.0125,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,0.032,0.028,0.207,0.019,0.05,0.034,0,0,-0.000130419,-0.00075504,-0.01366795,0.007178711,0.003354332,-0.017152757,-0.017357834,162,165,160,161,166,167,3988,3937,3940,0.889989317,43.92606784,0.874208861
500,100,40,80,0.15,0,0.05058932,0.0125,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,0.988,0.984,0.394,0.062,0.126,0.132,0,0,0.546863301,0.548841279,0.476973744,0.524502918,0.802060351,0.472949931,0.467363113,133,134,158,103,104,83,3989,3945,3942.5,0.818617968,40.50117286,0.8875
1000,100,40,80,0.15,0,0.05058932,0.025,0,3.11,0.32,1.13,0.226,100,140,80,4000,1,0.5,0,0,3,0.022,0.02,0.204,0.015,0.057,0.026,0,0,-0.002407832,-0.005364704,-0.012585217,0.026358671,0.09656137,-0.003705811,-0.003446543,215,218,217.5,215,218,216,3989,3970.5,3972,0.865814984,43.02723667,0.8125
500,100,40,80,0.15,0,0.05058932,0.025,0.6,3.11,0.32,1.13,0.226,100,140,80,4000,1,0.5,0,0,3,1,0.998,0.45,0.13,0.268,0.188,0,0,0.543573001,0.539730813,0.531583091,0.565062637,0.843133973,0.53509698,0.5333646,179,185,215.5,133,139,102,3988,3973,3976.5,0.80145889,39.87123954,0.85
1000,100,40,80,0.15,0,0.05058932,0.025,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,0.024,0.024,0.178,0.019,0.035,0.019,0,0,0.001345699,-0.006071698,-0.01293163,-0.011274208,-0.007214838,-0.015667752,-0.013638682,315,312,313.5,315,312,317,3972,3884,3884,0.88581183,43.27804385,0.756410256
500,100,40,80,0.15,0,0.05058932,0.025,0.4,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,0.988,0.984,0.37,0.066,0.132,0.062,0,0,0.340101524,0.342546785,0.386337429,0.482242578,0.557728218,0.316892015,0.315119633,280,279.5,310.5,249,250,218,3974,3883,3877,0.849950101,41.41190745,0.775
500,100,40,80,0.15,0,0.05058932,0.025,0.5,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,0.998,1,0.414,0.098,0.182,0.122,0,0,0.442148112,0.437292781,0.485356487,0.560273366,0.730611551,0.434609492,0.430967399,271,276,313.5,224,235,189,3973,3878.5,3878,0.838420945,40.95221544,0.7875
500,100,40,80,0.15,0,0.05058932,0.025,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,1,1,0.488,0.172,0.294,0.252,0,0,0.540808609,0.547273035,0.562878199,0.629200165,0.811319168,0.530160891,0.527546435,269,267,309.5,208,207,157,3974,3881.5,3882,0.815830412,39.78408558,0.7875
500,100,40,80,0.15,0,0.05058932,0.025,0.7,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,1,1,0.604,0.208,0.408,0.35,0,0,0.647684709,0.64653639,0.651378686,0.697191159,0.87118755,0.620378743,0.616689698,254,254,308,169,170,127.5,3974,3879,3874,0.795029059,38.82730838,0.7875
500,100,40,80,0.15,0,0.05058932,0.025,0.8,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,1,1,0.726,0.388,0.616,0.658,0,0,0.758165885,0.757753652,0.777048276,0.795937271,0.938568482,0.777985789,0.775009415,243.5,243,318,125.5,126,77,3973,3884,3887,0.793280405,38.87312957,0.810126582
500,100,40,80,0.15,0,0.05058932,0.025,0.9,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,1,1,0.77,0.466,0.768,0.928,0,0,0.874725035,0.870761647,0.834639245,0.842593352,0.974759162,0.885434372,0.883983797,233.5,233,316.5,68,71,38,3975,3882,3888,0.810439077,39.67350385,0.8125
500,100,40,80,0.15,0,0.05058932,0.025,1,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,0.966,0.992,0.756,0.864,0.772,1,0,0,0.995268111,0.992373746,0.974677388,0.97146202,0.99791055,0.990532856,0.990466348,221.5,219,310,3,4,3,3974,3877.5,3884,0.88471218,43.29332212,0.861629747
1000,100,40,80,0.15,0,0.05058932,0.025,0,3.11,0.32,1.13,0.226,200,140,80,4000,1,0.5,0,0,3,0.02,0.027,0.138,0.023,0.02,0.021,0,0,-0.002495849,0.002656346,0.024833553,0.055080308,0.016948178,0.023797758,0.024011091,377,367,358.5,378,365,353.5,3952,3714.5,3704,0.913598585,43.07953868,0.729020979
500,100,40,80,0.15,0,0.05058932,0.025,0.6,3.11,0.32,1.13,0.226,200,140,80,4000,1,0.5,0,0,3,1,1,0.458,0.14,0.234,0.18,0,0,0.541434622,0.540001033,0.544819307,0.609528314,0.771694631,0.478775124,0.474782557,312,315,362,246,248,199,3956,3713.5,3718,0.841542171,39.9175567,0.760996835
1000,100,40,80,0.15,0,0.05058932,0.025,0,3.11,0.32,1.13,0.226,250,140,80,4000,1,0.5,0,0,3,0.024,0.036,0.137,0.02,0.007,0.018,0,0,0.002551993,-0.001616054,-0.029335129,-0.039668267,-0.037634939,-0.032027941,-0.033457317,360,333,326,362,335,334,3930,3462,3467,0.936139488,42.05375856,0.74025974
500,100,40,80,0.15,0,0.05058932,0.025,0.6,3.11,0.32,1.13,0.226,250,140,80,4000,1,0.5,0,0,3,1,1,0.416,0.116,0.198,0.166,0,0,0.53749039,0.535839368,0.496329082,0.528246677,0.752031764,0.449830503,0.448519005,306,290,325,243,229.5,183.5,3935,3474.5,3465,0.860767597,38.89518834,0.77027027
1000,100,40,80,0.15,0,0.05058932,0.05,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,0.03,0.021,0.101,0.028,0.023,0.023,0,0,-0.001392982,0.000425439,0.005385632,-0.002270224,0.008235176,-0.006902863,-0.004826831,575.5,561,564.5,577,562,559,3943,3762,3758,0.890338449,42.2878357,0.569620253
500,100,40,80,0.15,0,0.05058932,0.05,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,3,1,1,0.588,0.296,0.432,0.35,0,0,0.542396193,0.539580453,0.614894741,0.688155899,0.774048066,0.508279771,0.500071613,493,472,545,379,365,294.5,3946,3763,3758,0.817262945,38.76956671,0.625
1000,100,40,80,0.15,0,0.008490129,0.0125,0,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.023,0.021,0.022,0.018,0.05,0.073,0,0,-0.003058869,-0.009630332,0.044491591,0.047176136,0.04526597,0.035426641,0.035373957,12,11,11,11,12,11,4000,4000,4002.5,0.062437924,4.070626307,0.8875
500,100,40,80,0.15,0,0.008490129,0.0125,0.6,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.272,0.268,0.068,0.1,0.23,0.33,0,0,0.592614565,0.62312271,0.640100856,0.630965251,0.775815607,0.778720694,0.778682397,9,9,10,4,3,3,4000,3998,4003,0.043409132,3.138905141,0.9125
1000,100,40,80,0.15,0,0.008490129,0.025,0,3.11,0.32,1.13,0.226,100,210,80,4000,1,0.5,0,0,0.6,0.025,0.03,0.03,0.025,0.042,0.05,0,0,0.00202061,-0.001188491,-0.011526151,-0.022664527,-0.001773875,-0.014205152,-0.0143397,20,20,20,20,20,20,4000,3996,4001,0.06972572,4.425497432,0.8
500,100,40,80,0.15,0,0.008490129,0.025,0.6,3.11,0.32,1.13,0.226,100,210,80,4000,1,0.5,0,0,0.6,0.482,0.498,0.208,0.314,0.454,0.502,0,0,0.592319711,0.601094981,0.636116636,0.638131361,0.752744334,0.742641745,0.742472237,16,16,19,6,7,5,4000,4001.5,4000,0.046065584,3.238302333,0.85
1000,100,40,80,0.15,0,0.008490129,0.025,0,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.016,0.024,0.024,0.03,0.057,0.067,0,0,0.007549435,0.021280645,-0.045613713,-0.025203522,-0.051590988,-0.046057902,-0.04591031,24,24,22,24,23,23,3999,3998,4000.5,0.076058974,4.723026722,0.7875
500,100,40,80,0.15,0,0.008490129,0.025,0.4,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.26,0.296,0.128,0.168,0.238,0.26,0,0,0.383494201,0.4014382,0.435973612,0.441808535,0.562135342,0.550428298,0.55026456,20,21,22,13,12,10,3999,3999,3995,0.055751302,3.754806722,0.8125
500,100,40,80,0.15,0,0.008490129,0.025,0.5,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.422,0.372,0.194,0.266,0.366,0.424,0,0,0.485166389,0.475106123,0.579026504,0.575109669,0.682372024,0.678758714,0.678730393,20,19,23,10,10,7,3999,3998,4001,0.05627859,3.743995564,0.825
500,100,40,80,0.15,0,0.008490129,0.025,0.6,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.552,0.568,0.216,0.342,0.464,0.5,0,0,0.588423982,0.597848603,0.630394361,0.633490065,0.738660277,0.733030614,0.732946535,18,19,22,8,7,6,3999,4002,4001,0.053772096,3.619487491,0.8375
500,100,40,80,0.15,0,0.008490129,0.025,0.7,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.722,0.684,0.278,0.442,0.594,0.644,0,0,0.699173734,0.700482679,0.711229151,0.71858183,0.818629831,0.812272982,0.812116617,18,18,23,6,5.5,4,3999,3996,3998,0.059582608,3.924664343,0.85
500,100,40,80,0.15,0,0.008490129,0.025,0.8,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.834,0.88,0.414,0.62,0.75,0.79,0,0,0.802510807,0.809050669,0.83301356,0.83518357,0.907438069,0.906689497,0.906649551,18,17,23,4,4,2,3999,3998,4002,0.067155994,4.296675391,0.8625
500,100,40,80,0.15,0,0.008490129,0.025,0.9,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.912,0.93,0.498,0.712,0.844,0.876,0,0,0.903493615,0.900626248,0.897827314,0.901969092,0.947410442,0.946172762,0.946130684,16,15,23,2,2,1,3999,4005.5,3999,0.06422876,4.155530435,0.875
500,100,40,80,0.15,0,0.008490129,0.025,1,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.96,0.954,0.574,0.808,0.914,0.948,0,0,1,1,1,1,1,1,1,16,16,23,0,0,0,3999,4004,3998,0.06390216,4.12695953,0.8875
1000,100,40,80,0.15,0,0.008490129,0.025,0,3.11,0.32,1.13,0.226,200,210,80,4000,1,0.5,0,0,0.6,0.026,0.023,0.034,0.032,0.057,0.065,0,0,-0.009337399,-0.002036414,0.013346507,0.010599873,0.053850509,0.053359796,0.053170735,24,24,24,24,24,23,3998,4000.5,3996,0.09060716,5.416590675,0.8
500,100,40,80,0.15,0,0.008490129,0.025,0.6,3.11,0.32,1.13,0.226,200,210,80,4000,1,0.5,0,0,0.6,0.522,0.53,0.166,0.316,0.456,0.524,0,0,0.598388891,0.585671419,0.637122121,0.641964925,0.761762822,0.757494414,0.757477557,18,18,23,7,8,6,3998,3999.5,4000,0.064949701,4.214404936,0.85
1000,100,40,80,0.15,0,0.008490129,0.025,0,3.11,0.32,1.13,0.226,250,210,80,4000,1,0.5,0,0,0.6,0.024,0.02,0.035,0.027,0.04,0.057,0,0,-0.011899136,0.001164107,-0.013796953,-0.018134771,-0.006967464,-0.003214125,-0.003519833,19,19,18,19,19,19,3997,3998,3997,0.088834447,5.337304797,0.8375
500,100,40,80,0.15,0,0.008490129,0.025,0.6,3.11,0.32,1.13,0.226,250,210,80,4000,1,0.5,0,0,0.6,0.474,0.446,0.128,0.218,0.36,0.434,0,0,0.593852408,0.58815742,0.617622544,0.625674562,0.747552883,0.744583345,0.744686844,16,16,19,7,6,5,3997,3994.5,3997,0.065343574,4.195631868,0.875
1000,100,40,80,0.15,0,0.008490129,0.05,0,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.028,0.017,0.017,0.025,0.036,0.041,0,0,0.008917732,-0.008124808,0.000614048,0.008333753,-0.039069843,-0.021426884,-0.021419896,48,48,47,48.5,49,48,3997,3995,3995,0.086230523,5.227678348,0.6125
500,100,40,80,0.15,0,0.008490129,0.05,0.6,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.6,0.852,0.858,0.562,0.672,0.772,0.77,0,0,0.593997026,0.593563646,0.673248788,0.677572785,0.769967524,0.763663644,0.763333283,37,38,49,15,15,11,3997,3992,3999,0.074385862,4.608642161,0.7125
1000,100,40,80,0.15,0,0.01147347,0.0125,0,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.027,0.019,0.057,0.023,0.079,0.108,0,0,0.000368196,0.009129116,0.01750462,0.027631854,0.003847905,0.024347479,0.023096355,23.5,24,24.5,24,24,23,3999,3997,4001,0.205035052,11.0640427,0.875
500,100,40,80,0.15,0,0.01147347,0.0125,0.6,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.476,0.452,0.138,0.116,0.382,0.492,0,0,0.584865631,0.589624398,0.657052845,0.647957782,0.831919704,0.819684426,0.819637355,16,15,23,7,6,4,3999,4000.5,3999,0.138778438,7.821194271,0.9
1000,100,40,80,0.15,0,0.01147347,0.025,0,3.11,0.32,1.13,0.226,100,210,80,4000,1,0.5,0,0,0.8,0.027,0.023,0.053,0.024,0.069,0.074,0,0,0.007940371,0.008179996,0.033196924,0.031406367,0.07406253,0.062510516,0.06155847,38,39,39,39,39,37.5,3999,4000,4000,0.192348164,10.40461466,0.7875
500,100,40,80,0.15,0,0.01147347,0.025,0.6,3.11,0.32,1.13,0.226,100,210,80,4000,1,0.5,0,0,0.8,0.692,0.734,0.268,0.3,0.532,0.574,0,0,0.595037377,0.60152759,0.63931439,0.646229754,0.804845425,0.790319729,0.790074753,26,26,37,11,11,8,3999,3993,3995,0.136374953,7.695057756,0.8375
1000,100,40,80,0.15,0,0.01147347,0.025,0,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.026,0.029,0.067,0.023,0.051,0.063,0,0,0.007689695,0.009711609,0.030913896,0.027644711,0.053935617,0.05148749,0.051039942,49,51,50,49,50,49,3998,3994,3997,0.224240546,11.99509264,0.7625
500,100,40,80,0.15,0,0.01147347,0.025,0.4,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.508,0.468,0.174,0.164,0.296,0.31,0,0,0.408881444,0.381286318,0.469888596,0.459168719,0.641194369,0.619387585,0.618746946,38,37,47,23.5,24,17,3998,3997,3997,0.174251337,9.544062069,0.8
500,100,40,80,0.15,0,0.01147347,0.025,0.5,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.642,0.666,0.236,0.238,0.408,0.444,0,0,0.489219683,0.482053486,0.582104949,0.57057056,0.72607727,0.711436482,0.711327779,35,35,47,18,20,13,3998,3996,4003,0.160382169,8.878461218,0.8125
500,100,40,80,0.15,0,0.01147347,0.025,0.6,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.816,0.8,0.296,0.348,0.542,0.564,0,0,0.599616453,0.593228649,0.659932164,0.645617061,0.795317431,0.785939266,0.785446638,33,33,47,14,14,9,3998,4000,3998,0.163153336,8.934154584,0.825
500,100,40,80,0.15,0,0.01147347,0.025,0.7,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.888,0.88,0.382,0.502,0.742,0.766,0,0,0.681966742,0.692668979,0.759747729,0.754721482,0.887457582,0.877298327,0.876853818,31,30.5,50,11,10,6,3998,3999.5,4003,0.183875116,10.01541653,0.8375
500,100,40,80,0.15,0,0.01147347,0.025,0.8,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.95,0.954,0.464,0.662,0.846,0.872,0,0,0.797646661,0.790855904,0.825670217,0.819013336,0.929735857,0.921469888,0.921380517,29,29,48,6,6,4,3998,4000,4002,0.186701088,10.14266848,0.85
500,100,40,80,0.15,0,0.01147347,0.025,0.9,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.984,0.98,0.552,0.798,0.94,0.96,0,0,0.894714683,0.89313625,0.912406149,0.911123758,0.968294588,0.964677343,0.964648416,27,28,48,3,3,2,3998,3995,3993,0.198253366,10.73872293,0.8625
500,100,40,80,0.15,0,0.01147347,0.025,1,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.998,0.994,0.628,0.924,0.984,0.992,0,0,1,1,1,1,1,1,1,26,25,49,0,0,0,3998,4002,3998,0.208435343,11.22409706,0.875
1000,100,40,80,0.15,0,0.01147347,0.025,0,3.11,0.32,1.13,0.226,200,210,80,4000,1,0.5,0,0,0.8,0.02,0.018,0.082,0.028,0.05,0.058,0,0,0.011456769,-0.000836704,-0.028491495,-0.033431339,-0.062617802,-0.030224607,-0.031100143,52,54,51,52,55,52,3996,3997,3995.5,0.237548317,12.62667405,0.775
500,100,40,80,0.15,0,0.01147347,0.025,0.6,3.11,0.32,1.13,0.226,200,210,80,4000,1,0.5,0,0,0.8,0.79,0.818,0.274,0.316,0.552,0.602,0,0,0.58044257,0.592413536,0.652674628,0.629786904,0.815102434,0.800722439,0.800945578,36,36,53,16,15.5,11,3996,3994,3996,0.190161477,10.28444614,0.825
1000,100,40,80,0.15,0,0.01147347,0.025,0,3.11,0.32,1.13,0.226,250,210,80,4000,1,0.5,0,0,0.8,0.018,0.015,0.078,0.024,0.041,0.061,0,0,-0.009268279,0.002512963,0.00851545,0.003422617,0.029331654,0.026735188,0.027669359,48,50,48,48,50,47,3994,3992,3992,0.247424203,13.10427162,0.8
500,100,40,80,0.15,0,0.01147347,0.025,0.6,3.11,0.32,1.13,0.226,250,210,80,4000,1,0.5,0,0,0.8,0.736,0.752,0.24,0.246,0.474,0.526,0,0,0.578976777,0.579451316,0.631446905,0.608512033,0.806806468,0.788763729,0.789820183,33,32,48,14,15,10,3994.5,3987,3989,0.196241658,10.64183171,0.85
1000,100,40,80,0.15,0,0.01147347,0.05,0,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.024,0.021,0.058,0.026,0.043,0.039,0,0,-0.001439113,0.004915419,0.027257122,0.024253503,-0.008992603,0.002237127,0.002191455,96,98,97,95.5,98,95.5,3995,3995,3998,0.215345564,11.52152903,0.575
500,100,40,80,0.15,0,0.01147347,0.05,0.6,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,0.8,0.966,0.964,0.58,0.7,0.85,0.836,0,0,0.588824537,0.591198305,0.697657628,0.694167228,0.813830735,0.797624104,0.797025115,64,66,96,27.5,30,20,3996,3995.5,3993,0.183770085,9.977357664,0.675
1000,100,40,80,0.15,0,0.01453885,0.0125,0,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,0.018,0.026,0.09,0.027,0.064,0.087,0,0,-0.018752228,-0.008580778,-0.034541741,0.001319297,0.01065671,-0.020648491,-0.020945352,49,50,47,49,50,47,3999,3998,3997,0.385897132,19.75021109,0.8625
500,100,40,80,0.15,0,0.01453885,0.0125,0.6,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,0.706,0.778,0.322,0.128,0.43,0.52,0,0,0.575809661,0.587677299,0.668845942,0.647016737,0.875408076,0.854599393,0.853961841,32,32,45,14,14.5,7,3999,3997,3996,0.31205263,16.09901239,0.9
1000,100,40,80,0.15,0,0.01453885,0.025,0,3.11,0.32,1.13,0.226,100,210,80,4000,1,0.5,0,0,1,0.022,0.021,0.088,0.025,0.042,0.036,0,0,-0.00269561,-0.007802835,0.030670477,0.027704092,0.019270075,0.036837322,0.036122886,74,75,71,74,75,70,3999,3998,4002,0.356029585,18.42302667,0.775
500,100,40,80,0.15,0,0.01453885,0.025,0.6,3.11,0.32,1.13,0.226,100,210,80,4000,1,0.5,0,0,1,0.884,0.884,0.436,0.374,0.618,0.634,0,0,0.585644753,0.587901731,0.697062223,0.681914041,0.85938847,0.831135721,0.830270446,44,47,72.5,20,21,12,3999,3997,3999,0.302605,15.81165566,0.825
1000,100,40,80,0.15,0,0.01453885,0.025,0,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,0.018,0.025,0.074,0.024,0.029,0.042,0,0,0.003149528,0.001338813,-0.063169401,-0.058978788,-0.04640534,-0.021605752,-0.020526233,97,98,94,96,98,97.5,3996,3996,3992,0.387350999,19.97719003,0.75
500,100,40,80,0.15,0,0.01453885,0.025,0.4,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,0.74,0.734,0.26,0.146,0.332,0.384,0,0,0.382528504,0.387778732,0.52274413,0.496552751,0.724686714,0.656454814,0.656404491,75,75,99,49,50,35,3997,3996,4000,0.338297158,17.53674689,0.775
500,100,40,80,0.15,0,0.01453885,0.025,0.5,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,0.88,0.872,0.352,0.276,0.504,0.54,0,0,0.480965793,0.48475345,0.604530267,0.594107463,0.79725656,0.756492374,0.756218128,66.5,68.5,98,38,39,24,3997,3995,3992,0.326665648,16.91537319,0.7875
500,100,40,80,0.15,0,0.01453885,0.025,0.6,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,0.942,0.962,0.48,0.378,0.642,0.694,0,0,0.584874193,0.580950258,0.688277039,0.674131389,0.862393024,0.834534394,0.833069766,61,61.5,95,29,28,17,3997,4001,3993,0.337780464,17.54751294,0.8
500,100,40,80,0.15,0,0.01453885,0.025,0.7,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,0.98,0.986,0.546,0.526,0.776,0.816,0,0,0.690018949,0.683863339,0.771598711,0.760706598,0.910596587,0.889694191,0.88913425,55,56,95,19,20,11,3997,3989.5,3994,0.349089855,18.06739586,0.8125
500,100,40,80,0.15,0,0.01453885,0.025,0.8,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,0.988,0.994,0.636,0.648,0.904,0.908,0,0,0.785856442,0.79105077,0.827747742,0.821762569,0.946775898,0.934627478,0.934288086,49,52,91,12,13,6,3997,3993.5,3994,0.349052287,18.0378826,0.8375
500,100,40,80,0.15,0,0.01453885,0.025,0.9,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,1,0.998,0.736,0.868,0.98,0.982,0,0,0.89115607,0.887296599,0.920757592,0.916895808,0.978731822,0.973766946,0.973567659,46,47,96,6,6,3,3996,3995,3993.5,0.3820009,19.63004778,0.8375
500,100,40,80,0.15,0,0.01453885,0.025,1,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,1,0.998,0.73,0.938,0.994,0.996,0,0,1,1,1,1,1,1,1,45,43,93,0,0,0,3997,3997,4003.5,0.377637848,19.49522438,0.8625
1000,100,40,80,0.15,0,0.01453885,0.025,0,3.11,0.32,1.13,0.226,200,210,80,4000,1,0.5,0,0,1,0.023,0.022,0.075,0.02,0.018,0.038,0,0,-0.005552334,0.004699723,0.034944884,0.03531289,0.035699993,0.043638726,0.044265055,109,114,112,110,112,109,3993,3987,3987,0.40212397,20.66991742,0.75
500,100,40,80,0.15,0,0.01453885,0.025,0.6,3.11,0.32,1.13,0.226,200,210,80,4000,1,0.5,0,0,1,0.966,0.972,0.43,0.364,0.638,0.692,0,0,0.580811724,0.574222805,0.686808213,0.677882377,0.853743322,0.828907354,0.828715849,68,72,113,32,34,19.5,3993,3989,3993,0.362682966,18.7529732,0.8
1000,100,40,80,0.15,0,0.01453885,0.025,0,3.11,0.32,1.13,0.226,250,210,80,4000,1,0.5,0,0,1,0.017,0.031,0.08,0.03,0.026,0.038,0,0,0.004168928,0.006288962,-0.015826998,-0.081389198,-0.067578032,-0.049404047,-0.049220485,104,108.5,104,105,108,108,3989,3977,3976,0.418703072,21.39625716,0.775
500,100,40,80,0.15,0,0.01453885,0.025,0.6,3.11,0.32,1.13,0.226,250,210,80,4000,1,0.5,0,0,1,0.956,0.96,0.342,0.244,0.486,0.626,0,0,0.572353498,0.577308985,0.646394346,0.627018292,0.824350707,0.795970436,0.796353473,70,68.5,104,32,33,21,3990,3979,3978,0.363198458,18.62646393,0.8125
1000,100,40,80,0.15,0,0.01453885,0.05,0,3.11,0.32,1.13,0.226,150,210,80,4000,1,0.5,0,0,1,0.019,0.022,0.06,0.025,0.016,0.023,0,0,-0.004259176,-0.003877957,-0.010111608,-0.003368158,-0.029119633,-0.016439647,-0.016094946,185,185,185,187,185,189,3992,3988,3990,0.371280571,19.1349362,0.5625
